text,intent,,
Fire up the fan.,3,,
Engage the fan fully.,3,,
Propel the fan into action.,3,,
set the fan,3,,
"Configure the fan to ""on.""",3,,
Adjust the fan for operation.,3,,
Prepare the fan for use.,3,,
Ready the fan.,3,,
initiate the fan,3,,
Start the fan process.,3,,
Trigger the fan.,3,,
create the gentle breeze,3,,
Generate a soft airflow.,3,,
Produce a mild wind.,3,,
Start a light circulation.,3,,
Initiate a tender draft.,3,,
Form a delicate breeze.,3,,
blow the air,3,,
Push air outward.,3,,
Generate airflow.,3,,
Circulate the atmosphere.,3,,
Create wind movement.,3,,
Start air propulsion.,3,,
i feel hot,3,,
I'm overheating.,3,,
I'm uncomfortably warm.,3,,
My body temperature is high.,3,,
I'm sweltering.,3,,
Heat is affecting me.,3,,
it's getting warm here,3,,
The temperature is rising.,3,,
This space is heating up.,3,,
Warmth is increasing.,3,,
It's becoming hot.,3,,
The room is warming.,3,,
i'm sweating,3,,
Perspiration is starting.,3,,
I'm perspiring heavily.,3,,
Sweat is forming.,3,,
I'm dripping with sweat.,3,,
Overheating causes sweat.,3,,
the room is too hot,3,,
This area is excessively warm.,3,,
Unbearable heat in here.,3,,
The space is like an oven.,3,,
Scorching conditions present.,3,,
Overheated environment.,3,,
the air feels still,3,,
No airflow detected.,3,,
Stagnant atmosphere here.,3,,
Zero breeze movement.,3,,
Air is motionless.,3,,
Windless conditions.,3,,
it is very hot,3,,
Extremely warm here.,3,,
Intense heat present.,3,,
Sweltering conditions.,3,,
Blazing temperatures.,3,,
Oppressive warmth.,3,,
this space is too hot,3,,
Uncomfortably warm area.,3,,
Overheated zone.,3,,
Excessive heat here.,3,,
Like a sauna in this spot.,3,,
I am entered make me cool,3,,
Cool me down immediately.,3,,
Reduce my body heat.,3,,
Lower my temperature.,3,,
Provide cooling relief.,3,,
Make me feel chilly.,3,,
make the room cool,3,,
Lower the room temperature.,3,,
Cool this environment.,3,,
Create a chilled space.,3,,
Bring down the heat.,3,,
Generate a cold atmosphere.,3,,
its too bees,3,,
Unbearably warm.,3,,
Excessively hot.,3,,
Overheated state.,3,,
I need air,3,,
Airflow is essential.,3,,
I crave circulation.,3,,
Breeze is necessary.,3,,
Wind needed urgently.,3,,
so sweating,3,,
Profuse perspiration.,3,,
Heavy sweating ongoing.,3,,
I more sweating,3,,
Drenched in sweat.,3,,
Perspiring excessively.,3,,
Sweating intensely.,3,,
so hot,3,,
Intolerable heat.,3,,
Blazing conditions.,3,,
Overpowering warmth.,3,,
I need cool,3,,
Cooling is essential.,3,,
I require coldness.,3,,
Chill needed now.,3,,
Lower temperature required.,3,,
Demand thermal relief.,3,,
make it cool,3,,
Cool this area down.,3,,
Create a cold environment.,3,,
Generate chill.,3,,
Reduce the heat.,3,,
it too hot,3,,
Excessively warm.,3,,
Scorching conditions.,3,,
temperature is too high,3,,
Elevated heat level.,3,,
Excessive warmth.,3,,
Overheated readings.,3,,
High thermal state.,3,,
Extreme mercury level.,3,,
its too sunny,3,,
Intense sunlight heat.,3,,
Solar overheating.,3,,
Sun-driven warmth.,3,,
Glaring heat present.,3,,
Brightness causing heat.,3,,
its too respire,3,,
Oppressively warm.,3,,
Suffocating heat.,3,,
Humidity discomfort.,3,,
Muggy conditions.,3,,
Stifling atmosphere.,3,,
I am drenched,3,,
Soaked with sweat.,3,,
Dripping wet from heat.,3,,
Saturated by perspiration.,3,,
Thoroughly sweaty.,3,,
Drenched in moisture.,3,,
airplane,3,,
Air circulation requested.,3,,
Please provide breeze.,3,,
Wind needed.,3,,
Ventilate immediately.,3,,
Airflow if you will.,3,,
raise in temperature,3,,
Heat is increasing.,3,,
Warming trend detected.,3,,
Temperature climbing.,3,,
Mercury rising.,3,,
Progressive overheating.,3,,
reduce the temperature,3,,
Lower the heat level.,3,,
Cool things down.,3,,
Decrease warmth.,3,,
Bring down the mercury.,3,,
Minimize thermal energy.,3,,
it is like oven,3,,
Oven-like conditions.,3,,
Baking heat present.,3,,
Furnace-level warmth.,3,,
Roasting temperatures.,3,,
I need wind,3,,
Air movement needed.,3,,
Circulation necessary.,3,,
Requesting gust flow.,3,,
I am suffocating,3,,
Can't breathe in heat.,3,,
Choking from warmth.,3,,
Stifling discomfort.,3,,
Suffocating conditions.,3,,
Air deprivation felt.,3,,
cool my space,3,,
Chill my area.,3,,
Make my zone cold.,3,,
Refresh this spot.,3,,
Reduce heat locally.,3,,
cool my area,3,,
Lower heat in my vicinity.,3,,
Chill this specific zone.,3,,
Cool down my location.,3,,
Reduce local temperature.,3,,
I need ventilation,3,,
Air exchange required.,3,,
Fresh airflow needed.,3,,
Breeze system requested.,3,,
Venting is necessary.,3,,
cool my cabin,3,,
Chill my enclosed space.,3,,
Reduce heat in my cabin.,3,,
Lower cabin temperature.,3,,
Make my compartment cold.,3,,
Cool this small room.,3,,
make the room chill,3,,
Create a cold environment.,3,,
Generate frigid conditions.,3,,
Ice up the space.,3,,
Produce arctic vibes.,3,,
make the my space chill,3,,
Chill my personal area.,3,,
Cool down my zone.,3,,
Freeze my spot.,3,,
Lower local temperature.,3,,
Make my vicinity cold.,3,,
I feel very hot,3,,
Severe heat discomfort.,3,,
Burning up.,3,,
cool the system,3,,
Reduce mechanical heat.,3,,
Lower device temperature.,3,,
Chill the equipment.,3,,
System cooling required.,3,,
Prevent overheating.,3,,
make me cool,3,,
Chill me down.,3,,
Refresh me thermally.,3,,
make the cool,3,,
Create cold atmosphere.,3,,
Produce frigid conditions.,3,,
room is too hot,3,,
Intolerable heat present.,3,,
Furnace-like environment.,3,,
turn off the water tap,4,,
Shut off the faucet immediately.,4,,
Close the water tap.,4,,
Please stop the water from the tap.,4,,
Deactivate the tap.,4,,
Ensure the tap is turned off.,4,,
switch off the tap,4,,
Flip the tap to the off position.,4,,
Power down the tap.,4,,
Turn the tap off.,4,,
Stop the tap's flow.,4,,
Disable the tap.,4,,
please close the tap,4,,
Kindly shut the tap.,4,,
Could you close the faucet?,4,,
I'd appreciate it if you shut off the tap.,4,,
Please stop the water by closing the tap.,4,,
Close the tap,4,,
tap off,4,,
Set the tap to off.,4,,
Tap status: off.,4,,
Ensure the tap is deactivated.,4,,
No water flow from tap.,4,,
Tap should be closed.,4,,
can you stop the tap,4,,
Could you halt the tap?,4,,
Would you mind stopping the tap?,4,,
Can the tap be stopped?,4,,
Please stop the tap if possible.,4,,
Is stopping the tap an option?,4,,
too much water,4,,
Excessive water flow.,4,,
Water is overabundant.,4,,
There's an overflow of water.,4,,
Water quantity is too high.,4,,
Overwhelming water presence.,4,,
save water,4,,
Conserve water.,4,,
Use water sparingly.,4,,
Preserve water resources.,4,,
Reduce water usage.,4,,
Avoid water wastage.,4,,
no more water needed,4,,
Water is no longer required.,4,,
Cease water supply.,4,,
Stop additional water.,4,,
We have sufficient water.,4,,
Halt water flow now.,4,,
shut the tap,4,,
Close the faucet.,4,,
Stop the tap.,4,,
Seal the tap.,4,,
Deactivate the water source.,4,,
end water flow,4,,
Stop the flow of water.,4,,
Terminate water movement.,4,,
Cease water circulation.,4,,
Halt the water stream.,4,,
Discontinue water supply.,4,,
water is overflowing,4,,
Water is spilling over.,4,,
There's an overflow occurring.,4,,
Water level is too high.,4,,
Excess water is escaping.,4,,
The container is overflowing.,4,,
stop the water now,4,,
Immediately cease water flow.,4,,
Halt the water instantly.,4,,
Stop water right now.,4,,
End water supply urgently.,4,,
Water must stop flowing now.,4,,
turn off the tap please,4,,
Please shut off the tap.,4,,
Kindly deactivate the faucet.,4,,
Could you turn the tap off?,4,,
I request you switch off the tap.,4,,
Tap off please,4,,
don’t waste water,4,,
Avoid unnecessary water use.,4,,
Prevent water wastage.,4,,
Use water judiciously.,4,,
Conserve water by not wasting.,4,,
Stop squandering water.,4,,
tap is leaking,4,,
The faucet has a leak.,4,,
Water is dripping from the tap.,4,,
There's a leak in the tap.,4,,
The tap is not fully closed.,4,,
Dripping tap detected.,4,,
Turn off the pump,4,,
Deactivate the pump.,4,,
Stop the pump's operation.,4,,
Shut the pump off.,4,,
Pump off,4,,
Set the pump to off.,4,,
Pump status: inactive.,4,,
Ensure the pump is off.,4,,
Shutdown the pump,4,,
Perform a pump shutdown.,4,,
Terminate pump operation.,4,,
Power off the pump completely.,4,,
Cease pump function.,4,,
Stop the pump entirely.,4,,
Deactivate pump,4,,
Make the pump inactive.,4,,
Stop pump activity.,4,,
Render the pump non-operational.,4,,
Stop the pump,4,,
Halt the pump.,4,,
Cease pump operation.,4,,
Bring the pump to a stop.,4,,
End the pump's running.,4,,
Interrupt the pump.,4,,
Cut off the pump,4,,
Sever power to the pump.,4,,
Disconnect the pump.,4,,
Isolate the pump.,4,,
Stop the pump abruptly.,4,,
Kill pump power.,4,,
Cut down the pump,4,,
Reduce pump activity to zero.,4,,
Discontinue pump usage.,4,,
Terminate the pump,4,,
End the pump's function.,4,,
Abort pump operation.,4,,
Stop the pump completely.,4,,
Kill the pump process.,4,,
Conclude pump activity.,4,,
Wind up the pump,4,,
Conclude the pump's operation.,4,,
Finish using the pump.,4,,
Wrap up pump activity.,4,,
Complete the pump cycle.,4,,
Break off the pump,4,,
Interrupt the pump suddenly.,4,,
Halt pump operation abruptly.,4,,
Sever the pump's function.,4,,
Drop the pump,4,,
Stop the pump immediately.,4,,
Let go of pump operation.,4,,
Release the pump controls.,4,,
Abandon pump usage.,4,,
Cease the pump.,4,,
Close the pump,4,,
Seal the pump's operation.,4,,
Abort the pump,4,,
Cancel pump operation.,4,,
Stop the pump urgently.,4,,
Call off the pump.,4,,
Off the pump,4,,
Pump should be off.,4,,
Kill the pump,4,,
Destroy pump operation.,4,,
End the pump permanently.,4,,
Terminate the pump now.,4,,
Slay the pump's power.,4,,
Stand down the pump,4,,
Decommission the pump temporarily.,4,,
Put the pump on standby.,4,,
Let the pump rest.,4,,
Power off the pump,4,,
Cut power to the pump.,4,,
Turn off the pump's electricity.,4,,
De-energize the pump.,4,,
Switch off the pump.,4,,
Disconnect power supply to the pump.,4,,
Silence the flow,4,,
Stop the flow quietly.,4,,
Halt the movement of fluid.,4,,
Cease the stream.,4,,
End the flow without noise.,4,,
Make the flow stop.,4,,
Disable the pump,4,,
Make the pump inoperable.,4,,
Deactivate the pump's function.,4,,
Render the pump useless.,4,,
End pump cycle,4,,
Conclude the pump's current cycle.,4,,
Stop the pump after this phase.,4,,
Terminate the pumping sequence.,4,,
Finish the pump operation.,4,,
Complete the pump activity.,4,,
Hit the stop button off the pump,4,,
Press the pump's stop button.,4,,
Engage the stop switch on the pump.,4,,
Use the button to deactivate the pump.,4,,
Stop the pump via its control.,4,,
Depress the off switch for the pump.,4,,
Unplug the pump,4,,
Disconnect the pump from power.,4,,
Pull the plug on the pump.,4,,
Remove the pump's electrical connection.,4,,
De-energize by unplugging.,4,,
Stop by disconnecting the plug.,4,,
De-energize the pump,4,,
Make the pump powerless.,4,,
Remove energy supply from the pump.,4,,
Stop electricity to the pump.,4,,
Make pump zero flow,4,,
Reduce pump output to zero.,4,,
Stop all flow from the pump.,4,,
Halt the pump's discharge.,4,,
Ensure no flow is produced.,4,,
Set pump to zero flow rate.,4,,
Off the pipe,4,,
Close the pipe valve.,4,,
Shut off the pipeline.,4,,
Stop flow in the pipe.,4,,
Deactivate the pipe's flow.,4,,
Pipe should be closed.,4,,
Shutdown the pipe,4,,
Terminate flow in the pipe.,4,,
Close the pipe system.,4,,
Stop the pipe's operation.,4,,
Cease pipe flow.,4,,
Deactivate the pipeline.,4,,
Disconnect the pump,4,,
Remove pump connections.,4,,
Detach the pump.,4,,
Sever the pump's links.,4,,
Isolate the pump.,4,,
First off the pump,4,,
Initially  deactivate the pump.,4,,
Step one: stop the pump.,4,,
First  shut down the pump.,4,,
Begin by turning off the pump.,4,,
Priority: pump off.,4,,
Stop running of pump,4,,
Cease the pump from running.,4,,
End the pump's activity.,4,,
Stop the pump's motion.,4,,
Prevent the pump from operating.,4,,
Kill it when flow water finish,4,,
Stop the pump once water stops.,4,,
Deactivate after flow ends.,4,,
Kill power post-flow.,4,,
Turn off when water ceases.,4,,
Shut down upon completion.,4,,
Flip off the pump,4,,
Switch the pump off quickly.,4,,
Turn off the pump with a flip.,4,,
Deactivate the pump abruptly.,4,,
Use a switch to stop the pump.,4,,
Flip the switch to off position.,4,,
End the pump flow,4,,
Stop the flow from the pump.,4,,
Terminate the pump's output.,4,,
Cease fluid discharge.,4,,
Halt the pumped flow.,4,,
Conclude the flow.,4,,
Shut the pump down,4,,
Close down the pump.,4,,
Deactivate the pump entirely.,4,,
Stop the pump system.,4,,
Turn off the steam,4,,
Shut down the steam supply.,4,,
Stop the steam flow.,4,,
Cease steam production.,4,,
Close the steam valve.,4,,
Would shut down the steam,4,,
I would stop the steam.,4,,
Could deactivate the steam?,4,,
Should we shut down steam?,4,,
Might turn off the steam.,4,,
Consider stopping the steam.,4,,
Off the flow of water,4,,
Deactivate the water stream.,4,,
Halt the movement of water.,4,,
Cease water passage.,4,,
End water circulation.,4,,
Interrupt the flow of passage,4,,
Stop the flow through the passage.,4,,
Halt the movement in the conduit.,4,,
Break the flow continuity.,4,,
Cease passage flow.,4,,
Disrupt the stream.,4,,
Stop the running process,4,,
Halt the ongoing procedure.,4,,
Cease the current process.,4,,
End the active operation.,4,,
Terminate the running system.,4,,
Abort the process.,4,,
Off the outflow,4,,
Shut off the outflow.,4,,
Stop the exiting flow.,4,,
Deactivate the discharge.,4,,
Halt the outflow.,4,,
Close the outflow valve.,4,,
Shut down the outflow,4,,
Terminate the outflow.,4,,
Stop the discharge.,4,,
Cease the outgoing flow.,4,,
End the outflow.,4,,
Kill the flow,4,,
Stop the flow completely.,4,,
End the circulation.,4,,
Terminate the stream.,4,,
Abruptly halt the flow.,4,,
Destroy the flow.,4,,
Cease the flow,4,,
End the stream.,4,,
Discontinue the flow.,4,,
Terminate the circulation.,4,,
Block the steam,4,,
Obstruct the steam flow.,4,,
Stop steam passage.,4,,
Hinder steam movement.,4,,
Prevent steam from flowing.,4,,
Seal off steam.,4,,
Discontinue the steam,4,,
Stop the steam supply.,4,,
End the steam flow.,4,,
Halt the steam.,4,,
Terminate steam.,4,,
Lock the flow,4,,
Secure the flow in off position.,4,,
Prevent flow by locking.,4,,
Stop and lock the stream.,4,,
Immobilize the flow.,4,,
Fix the flow as stopped.,4,,
Seal the flow,4,,
Close off the flow completely.,4,,
Stop and seal the passage.,4,,
Shut the flow tightly.,4,,
Hermetically stop the flow.,4,,
Close the flow path.,4,,
Make sure flow is stopped,4,,
Ensure the flow has ceased.,4,,
Verify that movement stopped.,4,,
Confirm flow termination.,4,,
Check that flow is halted.,4,,
Guarantee no flow is present.,4,,
Make sure steam running is stopped,4,,
Confirm steam is deactivated.,4,,
Ensure steam flow has ended.,4,,
Verify cessation of steam.,4,,
Check that steam is off.,4,,
Guarantee no steam is flowing.,4,,
Cut the supply of water,4,,
Sever the water supply.,4,,
Stop water provision.,4,,
Halt water delivery.,4,,
End the water source.,4,,
Discontinue water input.,4,,
Halt the water run,4,,
Cease the water stream.,4,,
End the water operation.,4,,
Interrupt the water movement.,4,,
Freeze the water run.,4,,
Shut the valve,4,,
Close the valve.,4,,
Seal the valve.,4,,
Stop flow via the valve.,4,,
Deactivate the valve.,4,,
Cut the flow of pipe,4,,
Sever the flow in the pipe.,4,,
Interrupt the pipeline flow.,4,,
Halt the movement through the pipe.,4,,
End the pipe's discharge.,4,,
turn on the water tap,5,,
Activate the faucet.,5,,
Start the water flow.,5,,
Run the tap.,5,,
Release water from the tap.,5,,
Operate the water tap.,5,,
switch on the tap,5,,
Flip the tap on.,5,,
Engage the water tap.,5,,
Power on the faucet.,5,,
Turn the tap on.,5,,
Activate the tap.,5,,
please open the tap,5,,
Kindly turn on the faucet.,5,,
Could you open the tap?,5,,
Please start the water.,5,,
I’d appreciate it if you’d run the tap.,5,,
Would you mind turning on the tap?,5,,
tap on,5,,
Turn the faucet on.,5,,
Start the water.,5,,
Get the tap running.,5,,
Switch on the water.,5,,
can you turn the tap on,5,,
Could you activate the faucet?,5,,
Would you run the tap?,5,,
Can you start the water?,5,,
Will you turn on the tap?,5,,
Might you release the water?,5,,
i need water,5,,
I require water.,5,,
Water is necessary.,5,,
I must have water.,5,,
I’m in need of water.,5,,
Hydration is essential for me.,5,,
i want to wash hands,5,,
I need to clean my hands.,5,,
Handwashing is required.,5,,
I’d like to rinse my hands.,5,,
I must wash up.,5,,
It’s time for hand hygiene.,5,,
it's time to clean,5,,
Cleaning is necessary.,5,,
Begin sanitation.,5,,
Now is the moment to wash.,5,,
Start the cleansing process.,5,,
Proceed with tidying.,5,,
let water flow,5,,
Allow water to run.,5,,
Release the flow.,5,,
Start the current.,5,,
Permit water movement.,5,,
Initiate water passage.,5,,
start the water,5,,
Begin the water flow.,5,,
Activate the supply.,5,,
Commence hydration.,5,,
Run the water.,5,,
Initiate the stream.,5,,
release the water,5,,
Let water out.,5,,
Free the water.,5,,
Discharge the liquid.,5,,
Allow flow.,5,,
Start the release.,5,,
tap is off,5,,
The faucet is deactivated.,5,,
Water flow has stopped.,5,,
The tap isn’t running.,5,,
Flow is discontinued.,5,,
The water is shut off.,5,,
open the tap now,5,,
Turn on the faucet immediately.,5,,
Activate the tap now.,5,,
Start the water right away.,5,,
Run the tap this instant.,5,,
Release water without delay.,5,,
water please,5,,
"Hydration, please.",5,,
I’d like water.,5,,
Could I have water?,5,,
Water is requested.,5,,
Please provide water.,5,,
flow the tap,5,,
Let the tap run.,5,,
Start water from the faucet.,5,,
Allow tap water to flow.,5,,
Turn on the spigot.,5,,
Get the fixture running.,5,,
turn on tap,5,,
Open the spigot.,5,,
Engage the water source.,5,,
open the tap,5,,
Release the flow.,5,,
Allow water to run.,5,,
start the tap,5,,
Get the faucet running.,5,,
Initiate water flow.,5,,
Begin the stream.,5,,
Operate the fixture.,5,,
release water,5,,
Free the liquid.,5,,
Discharge the flow.,5,,
Allow water to escape.,5,,
Start the outflow.,5,,
activate tap,5,,
Engage the tap.,5,,
Start the fixture.,5,,
Operate the spigot.,5,,
Power the water source.,5,,
allow water flow,5,,
Permit water to move.,5,,
Let the stream run.,5,,
Enable hydration.,5,,
Authorize water passage.,5,,
Don’t block the flow.,5,,
water on,5,,
Turn on hydration.,5,,
Begin the supply.,5,,
turn the water on,5,,
Switch on the water.,5,,
Activate the flow.,5,,
Start the stream.,5,,
Engage the water source.,5,,
run the tap,5,,
Operate the faucet.,5,,
Allow the tap to flow.,5,,
Keep the water running.,5,,
Turn on the fixture.,5,,
put on the tap,5,,
Switch on the supply.,5,,
Engage the spigot.,5,,
let the water flow,5,,
Allow the stream.,5,,
Keep it running.,5,,
Permit hydration.,5,,
begin water supply,5,,
Initiate the flow.,5,,
Turn on the source.,5,,
start water flow,5,,
Run the water.,5,,
Initiate the current.,5,,
flow the water,5,,
Let water run.,5,,
Release the liquid.,5,,
Allow it to move.,5,,
Keep the water going.,5,,
tap please,5,,
"Faucet, please.",5,,
"Turn on the tap, please.",5,,
"Water source, now.",5,,
I need the tap.,5,,
"Open the spigot, kindly.",5,,
give me water,5,,
Provide water.,5,,
Pass me water.,5,,
Hydrate me.,5,,
make the water run,5,,
Activate the stream.,5,,
initiate the current.,5,,
i am thirsty,5,,
I’m parched.,5,,
I need a drink.,5,,
My throat is dry.,5,,
I require hydration.,5,,
I’m feeling dehydrated.,5,,
filling a bottle,5,,
I need to top up a bottle.,5,,
Refill this container.,5,,
The bottle requires water.,5,,
I’m replenishing a bottle.,5,,
Get water for this vessel.,5,,
washing vegetables,5,,
I must rinse the produce.,5,,
Clean these vegetables.,5,,
The veggies need washing.,5,,
Prepare greens by cleaning.,5,,
Sanitize the vegetables.,5,,
need to cook,5,,
Cooking is required.,5,,
I must prepare food.,5,,
Meal prep is needed.,5,,
It’s time to cook.,5,,
Begin culinary work.,5,,
cleaning dishes,5,,
Wash the dishes.,5,,
Sanitize the plates.,5,,
Clean the tableware.,5,,
Do the washing up.,5,,
Scrub the utensils.,5,,
watering plants,5,,
Hydrate the greenery.,5,,
Irrigate the plants.,5,,
Feed the flora.,5,,
Tend to the garden.,5,,
Nourish the vegetation.,5,,
feeling dehydrated,5,,
I’m lacking hydration.,5,,
My body needs water.,5,,
I’m dried out.,5,,
Rehydration is urgent.,5,,
washing my face,5,,
Cleanse my face.,5,,
Rinse my visage.,5,,
Freshen up my skin.,5,,
Perform facial hygiene.,5,,
Splash water on my face.,5,,
cleaning the floor,5,,
Mop the floor.,5,,
Wash the ground.,5,,
Sanitize the surface.,5,,
Tidy the flooring.,5,,
Scrub the tiles.,5,,
bathing time,5,,
Time for a bath.,5,,
I need to bathe.,5,,
Begin the soak.,5,,
Start the cleansing ritual.,5,,
Prepare for a wash.,5,,
car wash,5,,
Clean the vehicle.,5,,
The automobile needs rinsing.,5,,
Wash the car.,5,,
Soap and water for the auto.,5,,
Vehicle cleaning is due.,5,,
need some drinking water,5,,
I require potable water.,5,,
Drinking water is essential.,5,,
Hydration for consumption.,5,,
"Water to drink, please.",5,,
Thirst-quenching liquid needed.,5,,
cleaning fruits,5,,
Rinse the fruit.,5,,
Wash the produce.,5,,
Sanitize the apples.,5,,
Clean the berries.,5,,
Prepare fruits by washing.,5,,
hot outside need water,5,,
The heat demands hydration.,5,,
Weather requires water.,5,,
High temperatures necessitate drinking.,5,,
Sun calls for fluids.,5,,
Hydrate due to warmth.,5,,
pet needs water,5,,
My animal requires water.,5,,
The pet is thirsty.,5,,
Water for the pet is essential.,5,,
Hydrate the animal.,5,,
The pet must drink.,5,,
bucket is empty,5,,
The pail needs filling.,5,,
Refill the bucket.,5,,
This container has no water.,5,,
The bucket is dry.,5,,
Water is absent in the bucket.,5,,
need to cool down,5,,
I must lower my temperature.,5,,
Cooling off is essential.,5,,
Reduce body heat.,5,,
Beat the heat.,5,,
Refresh myself.,5,,
rinsing clothes,5,,
Laundry requires rinsing.,5,,
Cleanse the garments.,5,,
Wash the clothing.,5,,
Remove soap from fabrics.,5,,
Refresh these clothes with water.,5,,
garden watering,5,,
Hydrate the garden.,5,,
The greenery needs water.,5,,
Tend to the plants with water.,5,,
Moisturize the soil.,5,,
start fan and light,31,,
stop fan and light,20,,
start fan and water tap,35,,
stop fan and water tap,24,,
light and water on,15,,
light and water tap off,40,,
activate fan and light,31,,
deactivate fan and light,20,,
turn fan and light to on,31,,
turn fan and water tap to off,24,,
enable fan and water tap,35,,
disable fan and water tap,24,,
fan on and  light off,30,,
tap on and   light off,50,,
light on and tap off,14,,
switch on fan and light off,30,,
turn on tap and turn off light,50,,
tap on and fan off,52,,
tap off and light on,41,,
switch off tap and on fan,43,,
start tap and switch off light,50,,
fan on  then light off,30,,
light on and fan on,13,,
fan off and tap off,24,,
turn on the fan and off the light,30,,
switch off the fan and on the light,21,,
activate fan and deactivate tap,34,,
deactivate fan and activate tap,25,,
start fan and stop tap,34,,
stop fan and start tap,25,,
power on fan and power off light,30,,
power off fan and power on light,21,,
enable fan and disable tap,34,,
disable fan and enable tap,25,,
fan on and light off,30,,
fan off and light on,21,,
switch fan on and tap off,34,,
switch fan off and tap on,25,,
start the fan and shut the tap,34,,
shut the fan and start the tap,25,,
turn fan on and light off,30,,
turn fan off and light on,21,,
fan enable and tap disable,34,,
fan disable and tap enable,25,,
put on the fan and put off the light,30,,
put off the fan and put on the light,21,,
light on and fan off,12,,
fan on  and  light off,30,,
tap on and  light off,50,,
light on and tap off,14,,
"switch on fan and light,leave water tap",31,,
everything off,204,,
turn off all devices,204,,
switch everything off,204,,
shut down all appliances,204,,
stop all,204,,
please turn off fan and light,204,,
stop fan and light,204,,
turn off light and tap,204,,
everything is running,204,,
it's noisy here,204,,
power down all,204,,
shut all,204,,
stop all electronics,204,,
quiet down everything,204,,
turn on everything,135,,
switch on all devices,135,,
start all appliances,135,,
power up all,135,,
turn on fan and light,135,,
start fan and tap,135,,
i need everything on,135,,
everything should be running,135,,
make the room ready,135,,
activate all,135,,
initialize all devices,135,,
kickstart everything,135,,
switch on all,315,,
switch off all,204,,
turn everything on,315,,
turn everything off,204,,
all devices on,315,,
all devices off,204,,
power on all,315,,
power off all,204,,
activate all appliances,315,,
deactivate all appliances,204,,
"fan,light,water tap",204,,
"light,fan,water tap",315,,
everything shut,204,,
everything start,115,,
all on now,315,,
"turn on fan and light,off water",314,,
"switch on light and fan,off water",314,,
"fan,light,water tap on",315,,
"fan,water tap,light on",351,,
"light,fan,water tap on",135,,
"light,water tap,fan on",153,,
"water tap,fan,light on",531,,
"water tap,light,fan on",513,,
"fan,light,water tap off",204,,
"fan,water tap,light off",240,,
"light,fan,water tap off",24,,
"light,water tap,fan off",42,,
"water tap,fan,light off",420,,
"water tap,light,fan off",402,,
How's the weather today?,null,,
Tell me a joke.,null,,
What's your name?,null,,
Who won the match yesterday?,null,,
What is the capital of France?,null,,
How do you make a cake?,null,,
Play some rock music.,null,,
What is the meaning of life?,null,,
Remind me to call mom.,null,,
Book a cab to the airport.,null,,
How old are you?,null,,
Show me pictures of cats.,null,,
Set a reminder for 6 PM.,null,,
What's trending on Twitter?,null,,
Translate 'hello' to Spanish.,null,,
What is 25 multiplied by 4?,null,,
Open Google.,null,,
What does NASA do?,null,,
What time is the movie?,null,,
How tall is Mount Everest?,null,,
Read me a poem.,null,,
Tell me about the Taj Mahal.,null,,
What is your favorite color?,null,,
Find me Italian restaurants nearby.,null,,
Show me recent news headlines.,null,,
Define artificial intelligence.,null,,
Tell me something interesting.,null,,
Who is the president of the USA?,null,,
Can you make me laugh?,null,,
Search for nearby hospitals.,null,,
What are some yoga poses?,null,,
How can I save more money?,null,,
Write a short story.,null,,
Give me a travel tip.,null,,
Who invented the telephone?,null,,
Tell me a bedtime story.,null,,
What is a black hole?,null,,
Give me a quote of the day.,null,,
How do I tie a tie?,null,,
Where is the nearest ATM?,null,,
What's the score of the cricket game?,null,,
What’s on my schedule today?,null,,
Play a guessing game.,null,,
Do you believe in aliens?,null,,
What are the symptoms of cold?,null,,
What’s the latest tech news?,null,,
Who wrote Harry Potter?,null,,
How far is the moon?,null,,
How do you boil an egg?,null,,
Who is your favorite superhero?,null,,
Show me workout exercises.,null,,
Can you draw something?,null,,
What is the best movie of 2023?,null,,
How do you fix a flat tire,null,,
Where can I learn guitar online,null,,
What is the time zone of Japan,null,,
What does DNA stand for,null,,
Tell me about dinosaurs,null,,
Is coffee good for health,null,,
Give me a math trick,null,,
What is Bitcoin,null,,
Tell me a riddle,null,,
What do clouds do,null,,
Can dogs eat chocolate,null,,
Give me a history fact,null,,
Where do kangaroos live,null,,
What are constellations,null,,
What is gravity,null,,
What's your favorite song,null,,
Who discovered electricity,null,,
What does LOL mean,null,,
How do planes fly,null,,
What are healthy snacks,null,,
What's the tallest building,null,,
What is a volcano,null,,
Where is the Sahara desert,null,,
What's a haiku,null,,
What is your favorite food,null,,
How to meditate,null,,
What is WiFi,null,,
I’m getting bored,null,,
Let’s play a board game,null,,
Give me a language fact,null,,
Why is the sky blue,null,,
What is 3D printing,null,,
Who painted the Mona Lisa,null,,
Can birds talk,null,,
What's the speed of light,null,,
Tell me about robots,null,,
What’s an eclipse,null,,
Do fish sleep,null,,
Who is Einstein,null,,
What's a meme,null,,
What is a palindrome,null,,
Tell me about the pyramids,null,,
How long is a marathon,null,,
What’s a good bedtime routine,null,,
Can you teach me chess,null,,
What’s a lunar year,null,,
Who was Shakespeare,null,,
How do magnets work,null,,
What is a proverb,null,,
Do penguins fly,null,,
What is a rainbow made of,null,,
What is the internet,null,,
I have a lot of homework today,null,,
What happened in school today,null,,
I’m going to play now,null,,
Do you have a pen,null,,
What’s for breakfast today,null,,
What’s for lunch,null,,
What’s for dinner,null,,
I forgot my book,null,,
I need to call my friend,null,,
When is my exam,null,,
I lost my eraser,null,,
Did I leave my bag here,null,,
